flight_id,route,origin,destination,departure_datetime,booking_date,t,days_to_departure,day_of_week,is_weekend,season,route_type,seat_capacity,remaining_seats,price,competitor_price,search_demand_idx,bookings_made,revenue,cumulative_bookings,sold_out_flag
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-23,28,62,0,False,normal,business,180,30,3500.0,4859.20197267459,3.7793137976850075,7,24500.0,150,False
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-24,29,61,1,False,normal,business,180,23,3500.0,6173.48709576387,5.135756611844186,7,24500.0,157,False
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-25,30,60,2,False,normal,business,180,19,5500.0,6658.68423847738,6.118257800458876,4,22000.0,161,False
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-26,31,59,3,False,normal,business,180,10,5500.0,7071.566773075296,6.73777833949647,9,49500.0,170,False
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-27,32,58,4,False,normal,business,180,3,5500.0,7193.4459152980335,6.917715860872595,7,38500.0,177,False
FL00002,Bangalore-Delhi,Bangalore,Delhi,2025-02-23,2024-12-28,33,57,5,True,normal,business,180,0,5500.0,7273.513554319927,8.442179107478152,3,16500.0,180,True
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-01,0,90,4,False,normal,business,180,180,3500.0,6159.993054557774,5.1230158767965746,0,0.0,0,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-02,1,89,5,True,normal,business,180,175,3500.0,6049.207002152047,6.020999704022516,5,17500.0,5,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-03,2,88,6,True,normal,business,180,168,3500.0,7336.526484225726,6.479999999999999,7,24500.0,12,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-04,3,87,0,False,normal,business,180,162,3500.0,6313.478283240425,5.266516604104828,6,21000.0,18,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-05,4,86,1,False,normal,business,180,158,3500.0,5256.205834745526,4.213733671657629,4,14000.0,22,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-06,5,85,2,False,normal,business,180,154,3500.0,5395.044966346606,4.360650977465633,4,14000.0,26,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-07,6,84,3,False,normal,business,180,151,3500.0,5603.534021148429,4.576326345044879,3,10500.0,29,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-08,7,83,4,False,normal,business,180,143,3500.0,6984.7317254524205,5.3999999999999995,8,28000.0,37,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-09,8,82,5,True,normal,business,180,137,3500.0,6638.8650926688015,6.479999999999999,6,21000.0,43,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-10,9,81,6,True,normal,business,180,130,3500.0,7173.223220216074,6.479999999999999,7,24500.0,50,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-11,10,80,0,False,normal,business,180,127,3500.0,6083.428669821879,5.050268060446114,3,10500.0,53,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-12,11,79,1,False,normal,business,180,120,3500.0,6654.576198799797,5.3999999999999995,7,24500.0,60,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-13,12,78,2,False,normal,business,180,110,3500.0,7109.950634118153,5.3999999999999995,10,35000.0,70,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-14,13,77,3,False,normal,business,180,105,3500.0,6198.387123772768,5.159203356278726,5,17500.0,75,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-15,14,76,4,False,normal,business,180,102,3500.0,6945.355856618476,5.3999999999999995,3,10500.0,78,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-16,15,75,5,True,normal,business,180,99,3500.0,5854.622207460015,5.793828384193942,3,10500.0,81,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-17,16,74,6,True,normal,business,180,93,3500.0,6146.022499599055,6.131759771291995,6,21000.0,87,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-18,17,73,0,False,normal,business,180,85,3500.0,6127.805553351629,5.092527780789911,8,28000.0,95,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-19,18,72,1,False,normal,business,180,82,3500.0,5334.056345550686,4.2964372225578575,3,10500.0,98,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-20,19,71,2,False,normal,business,180,74,3500.0,6974.798168765942,5.3999999999999995,8,28000.0,106,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-21,20,70,3,False,normal,business,180,70,3500.0,6042.332718302344,5.0108985374886315,4,14000.0,110,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-22,21,69,4,False,normal,business,180,67,3500.0,6512.181765759495,5.3999999999999995,3,10500.0,113,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-23,22,68,5,True,normal,business,180,60,3500.0,6968.727992433261,6.479999999999999,7,24500.0,120,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-24,23,67,6,True,normal,business,180,53,3500.0,6935.3678966291955,6.479999999999999,7,24500.0,127,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-25,24,66,0,False,normal,business,180,44,3500.0,7148.750481248468,5.3999999999999995,9,31500.0,136,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-26,25,65,1,False,normal,business,180,39,3500.0,6403.976652603312,5.349683516702325,5,17500.0,141,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-27,26,64,2,False,normal,business,180,36,3500.0,6087.28414575695,5.05395000070355,3,10500.0,144,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-28,27,63,3,False,normal,business,180,35,3500.0,6422.274744366261,5.366370189704227,1,3500.0,145,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-29,28,62,4,False,normal,business,180,27,3500.0,4854.848926890921,3.7744353336768968,8,28000.0,153,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-11-30,29,61,5,True,normal,business,180,17,3500.0,5089.06533938749,4.840081795792731,10,35000.0,163,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-12-01,30,60,6,True,normal,business,180,13,5500.0,5210.367877954458,4.638549236865289,4,22000.0,167,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-12-02,31,59,0,False,normal,business,180,6,5500.0,5527.684343088555,4.363489220788537,7,38500.0,174,False
FL00003,Mumbai-Kolkata,Mumbai,Kolkata,2025-01-30,2024-12-03,32,58,1,False,normal,business,180,0,5500.0,6889.779871055352,6.466840785171832,6,33000.0,180,True
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-13,0,90,2,False,normal,business,180,173,3500.0,5617.157921023941,4.590212944623619,7,24500.0,7,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-14,1,89,3,False,normal,business,180,170,3500.0,6131.2915098115955,5.095836329279369,3,10500.0,10,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-15,2,88,4,False,normal,business,180,167,3500.0,7766.747590341413,5.3999999999999995,3,10500.0,13,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-16,3,87,5,True,normal,business,180,158,3500.0,6152.64262821511,6.139278768111986,9,31500.0,22,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-17,4,86,6,True,normal,business,180,151,3500.0,7219.07767925541,6.479999999999999,7,24500.0,29,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-18,5,85,0,False,normal,business,180,145,3500.0,5589.72276199037,4.562222876052657,6,21000.0,35,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-19,6,84,1,False,normal,business,180,141,3500.0,6299.698381079061,5.253759483678634,4,14000.0,39,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-20,7,83,2,False,normal,business,180,140,3500.0,5573.728496462183,4.545857625419501,1,3500.0,40,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-21,8,82,3,False,normal,business,180,133,3500.0,6169.442750996952,5.1319405732029715,7,24500.0,47,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-22,9,81,4,False,normal,business,180,125,3500.0,7319.30043402096,5.3999999999999995,8,28000.0,55,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-23,10,80,5,True,normal,business,180,122,3500.0,4815.862587387461,4.476761625212822,3,10500.0,58,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-24,11,79,6,True,normal,business,180,111,3500.0,6923.563052457211,6.479999999999999,11,38500.0,69,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-25,12,78,0,False,normal,business,180,105,3500.0,6731.792212273971,5.3999999999999995,6,21000.0,75,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-26,13,77,1,False,normal,business,180,103,3500.0,5920.703793195626,4.8930525145378505,2,7000.0,77,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-27,14,76,2,False,normal,business,180,102,3500.0,5090.0935919712565,4.034522393860698,1,3500.0,78,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-28,15,75,3,False,normal,business,180,99,3500.0,6570.3262700210225,5.3999999999999995,3,10500.0,81,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-29,16,74,4,False,normal,business,180,97,3500.0,5983.744608662793,4.954380813264473,2,7000.0,83,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-11-30,17,73,5,True,normal,business,180,92,3500.0,6726.859306070837,6.479999999999999,5,17500.0,88,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-01,18,72,6,True,normal,business,180,90,3500.0,6521.305841885356,6.479999999999999,2,7000.0,90,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-02,19,71,0,False,normal,business,180,83,3500.0,8061.734419037893,5.3999999999999995,7,24500.0,97,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-03,20,70,1,False,normal,business,180,77,3500.0,6266.628263213801,5.223042568995191,6,21000.0,103,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-04,21,69,2,False,normal,business,180,74,3500.0,5502.089944693682,4.472128137958723,3,10500.0,106,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-05,22,68,3,False,normal,business,180,72,3500.0,6674.793744082408,5.3999999999999995,2,7000.0,108,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-06,23,67,4,False,normal,business,180,70,3500.0,6714.496766872471,5.3999999999999995,2,7000.0,110,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-07,24,66,5,True,normal,business,180,65,3500.0,7825.207885859426,6.479999999999999,5,17500.0,115,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-08,25,65,6,True,normal,business,180,55,3500.0,7314.233464766714,6.479999999999999,10,35000.0,125,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-09,26,64,0,False,normal,business,180,49,3500.0,6847.949282670772,5.3999999999999995,6,21000.0,131,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-10,27,63,1,False,normal,business,180,48,3500.0,7926.720318939072,5.3999999999999995,1,3500.0,132,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-11,28,62,2,False,normal,business,180,47,3500.0,5340.9560220352205,4.303727210703812,1,3500.0,133,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-12,29,61,3,False,normal,business,180,40,3500.0,5876.242255568996,4.849476420015402,7,24500.0,140,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-13,30,60,4,False,normal,business,180,37,5500.0,5596.588457129614,4.471716358037026,3,16500.0,143,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-14,31,59,5,True,normal,business,180,35,5500.0,6119.935441923126,6.348206790607044,2,11000.0,145,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-15,32,58,6,True,normal,business,180,28,5500.0,5157.731006132599,4.539678512667937,7,38500.0,152,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-16,33,57,0,False,normal,business,180,23,5500.0,7119.272173144043,6.8083761252848705,5,27500.0,157,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-17,34,56,1,False,normal,business,180,16,5500.0,6283.332870328696,5.543311929142221,7,38500.0,164,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-18,35,55,2,False,normal,business,180,10,5500.0,5065.963862859909,3.6397011601340297,6,33000.0,170,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-19,36,54,3,False,normal,business,180,5,5500.0,5509.8103958226475,4.335411223668122,5,27500.0,175,False
FL00004,Mumbai-Delhi,Mumbai,Delhi,2025-02-11,2024-12-20,37,53,4,False,normal,business,180,0,5500.0,6805.67600126394,6.340499032603651,5,27500.0,180,True
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-10-29,0,90,1,False,normal,business,180,171,3500.0,7317.173403697021,5.3999999999999995,9,31500.0,9,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-10-30,1,89,2,False,normal,business,180,165,3500.0,8446.812619399492,5.3999999999999995,6,21000.0,15,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-10-31,2,88,3,False,normal,business,180,157,3500.0,8450.0,5.3999999999999995,8,28000.0,23,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-01,3,87,4,False,normal,business,180,151,3500.0,6904.049197444096,5.3999999999999995,6,21000.0,29,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-02,4,86,5,True,normal,business,180,146,3500.0,5535.200332968932,5.407550604400213,5,17500.0,34,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-03,5,85,6,True,normal,business,180,142,3500.0,4550.0,4.112241430319917,4,14000.0,38,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-04,6,84,0,False,normal,business,180,139,3500.0,6761.018675785239,5.3999999999999995,3,10500.0,41,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-05,7,83,1,False,normal,business,180,134,3500.0,5707.3824320724325,4.681537307929435,5,17500.0,46,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-06,8,82,2,False,normal,business,180,126,3500.0,6095.0266713248075,5.061338048305034,8,28000.0,54,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-07,9,81,3,False,normal,business,180,121,3500.0,5903.205620916687,4.875934689484828,5,17500.0,59,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-08,10,80,4,False,normal,business,180,117,3500.0,6362.728885744024,5.311909288354447,4,14000.0,63,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-09,11,79,5,True,normal,business,180,109,3500.0,7539.330725017952,6.479999999999999,8,28000.0,71,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-10,12,78,6,True,normal,business,180,104,3500.0,6653.122353259211,6.479999999999999,5,17500.0,76,False
FL00005,Mumbai-Delhi,Mumbai,Delhi,2025-01-27,2024-11-11,13,77,0,False,normal,business,180,97,3500.0,6345.331033887279,5.295910327820367,7,24500.0,83,False
